Id,SalePrice
1776,125124.0
1777,108634.0
1778,145482.0
1779,132836.0
1780,155042.0
1781,120906.0
1782,70426.0
1783,138466.0
1784,100432.0
1785,145182.0
1786,111000.0
1787,146530.0
1788,54132.0
1789,108610.0
1790,67898.0
1791,190174.0
1792,168248.0
1793,139552.0
1794,162500.0
1795,133438.0
1796,128994.0
1797,122054.0
1798,119822.0
1799,98378.0
1800,124426.0
1801,120270.0
1802,100442.0
1803,159634.0
1804,124194.0
1805,127684.0
1806,130446.0
1807,137794.0
1808,122394.0
1809,132698.0
1810,140358.0
1811,141012.0
1812,116110.0
1813,148138.0
1814,99382.0
1815,53636.0
1816,94880.0
1817,108638.0
1818,167814.0
1819,141224.0
1820,28650.0
1821,101566.0
1822,154828.0
1823,29716.0
1824,131254.0
1825,160794.0
1826,95546.0
1827,106230.0
1828,134414.0
1829,122326.0
1830,155330.0
1831,163470.0
1832,26826.0
1833,143606.0
1834,111980.0
1835,135400.0
1836,134794.0
1837,79398.0
1838,104784.0
1839,111972.0
1840,149338.0
1841,140122.0
1842,74548.0
1843,143744.0
1844,136372.0
1845,143462.0
1846,156486.0
1847,160368.0
1848,43646.0
1849,98670.0
1850,100150.0
1851,147094.0
1852,105626.0
1853,110496.0
1854,170658.0
1855,159626.0
1856,217522.0
1857,129772.0
1858,141736.0
1859,99528.0
1860,146628.0
1861,107486.0
1862,292628.0
1863,280012.0
1864,280040.0
1865,368370.0
1866,343832.0
1867,211960.0
1868,287674.0
1869,208918.0
1870,218024.0
1871,254694.0
1872,172218.0
1873,241772.0
1874,141210.0
1875,185370.0
1876,201176.0
1877,208374.0
1878,197268.0
1879,141446.0
1880,126234.0
1881,245730.0
1882,233006.0
1883,184130.0
1884,206128.0
1885,226230.0
1886,285348.0
1887,213470.0
1888,259592.0
1889,167950.0
1890,95934.0
1891,102638.0
1892,102938.0
1893,131202.0
1894,114254.0
1895,136158.0
1896,129658.0
1897,123832.0
1898,99250.0
1899,157992.0
1900,159372.0
1901,189326.0
1902,185534.0
1903,232922.0
1904,156806.0
1905,203530.0
1906,167142.0
1907,239146.0
1908,115512.0
1909,122742.0
1910,129906.0
1911,228738.0
1912,320690.0
1913,149650.0
1914,48332.0
1915,350240.0
1916,-1601099977597764.0
1917,225858.0
1918,129362.0
1919,149596.0
1920,165864.0
1921,390566.0
1922,347980.0
1923,226712.0
1924,231650.0
1925,198386.0
1926,388426.0
1927,125080.0
1928,173280.0
1929,115830.0
1930,117742.0
1931,112650.0
1932,129258.0
1933,201748.0
1934,188636.0
1935,160088.0
1936,212900.0
1937,174530.0
1938,165206.0
1939,271214.0
1940,202310.0
1941,167782.0
1942,152972.0
1943,238000.0
1944,385130.0
1945,418174.0
1946,-15810556943740.0
1947,133350.0
1948,183060.0
1949,240552.0
1950,188298.0
1951,242034.0
1952,202750.0
1953,180482.0
1954,180432.0
1955,136524.0
1956,289598.0
1957,157944.0
1958,241770.0
1959,129068.0
1960,91770.0
1961,125488.0
1962,88578.0
1963,106458.0
1964,106722.0
1965,135684.0
1966,139968.0
1967,314860.0
1968,410242.0
1969,398710.0
1970,398488.0
1971,450960.0
1972,367978.0
1973,292830.0
1974,342586.0
1975,332806.0
1976,281716.0
1977,369554.0
1978,347690.0
1979,326172.0
1980,206900.0
1981,362336.0
1982,216924.0
1983,193946.0
1984,172052.0
1985,228078.0
1986,209298.0
1987,207902.0
1988,169426.0
1989,187934.0
1990,206680.0
1991,232652.0
1992,228466.0
1993,163986.0
1994,237018.0
1995,183888.0
1996,279212.0
1997,315176.0
1998,328610.0
1999,308742.0
2000,321554.0
2001,286870.0
2002,249236.0
2003,244410.0
2004,273938.0
2005,220386.0
2006,224842.0
2007,243280.0
2008,235264.0
2009,213594.0
2010,198182.0
2011,131376.0
2012,177564.0
2013,180176.0
2014,183808.0
2015,218944.0
2016,197252.0
2017,202472.0
2018,97542.0
2019,136026.0
2020,74812.0
2021,95012.0
2022,214162.0
2023,145182.0
2024,288564.0
2025,366400.0
2026,169828.0
2027,156784.0
2028,155750.0
2029,174192.0
2030,263330.0
2031,233474.0
2032,255234.0
2033,251378.0
2034,188316.0
2035,241434.0
2036,198430.0
2037,219616.0
2038,315790.0
2039,219410.0
2040,320418.0
2041,190687350277306.0
2042,211324.0
2043,186454.0
2044,172202.0
2045,199366.0
2046,158860.0
2047,138966.0
2048,138926.0
2049,136946.0
2050,166288.0
2051,96026.0
2052,115312.0
2053,140486.0
2054,92132.0
2055,170428.0
2056,124426.0
2057,91474.0
2058,207710.0
2059,125766.0
2060,183400.0
2061,173816.0
2062,123416.0
2063,112664.0
2064,139892.0
2065,79022.0
2066,169418.0
2067,103326.0
2068,157192.0
2069,78226.0
2070,115730.0
2071,98714.0
2072,144704.0
2073,115808.0
2074,186220.0
2075,173608.0
2076,113634.0
2077,165990.0
2078,129512.0
2079,126130.0
2080,123346.0
2081,125268.0
2082,138890.0
2083,156504.0
2084,108834.0
2085,117354.0
2086,105244.0
2087,121982.0
2088,106168.0
2089,74710.0
2090,109396.0
2091,112742.0
2092,126310.0
2093,149084.0
2094,110872.0
2095,180576.0
2096,82052.0
2097,96386.0
2098,171002.0
2099,31684.0
2100,51868.0
2101,104276.0
2102,95894.0
2103,102878.0
2104,116282.0
2105,136504.0
2106,60748.0
2107,188346.0
2108,121254.0
2109,117946.0
2110,120038.0
2111,152316.0
2112,145362.0
2113,120654.0
2114,120696.0
2115,165430.0
2116,123730.0
2117,150864.0
2118,122054.0
2119,119408.0
2120,89702.0
2121,5797378264298532.0
2122,114326.0
2123,91220.0
2124,171710.0
2125,118770.0
2126,153184.0
2127,-1804758697483586.0
2128,130102.0
2129,50986.0
2130,145580.0
2131,111866.0
2132,114224.0
2133,130478.0
2134,112272.0
2135,97310.0
2136,55570.0
2137,105868.0
2138,125684.0
2139,138578.0
2140,148714.0
2141,168816.0
2142,128422.0
2143,153418.0
2144,132356.0
2145,144052.0
2146,192616.0
2147,130856.0
2148,117318.0
2149,130738.0
2150,231698.0
2151,124974.0
2152,259297547325886.0
2153,189218.0
2154,109756.0
2155,134974.0
2156,268046.0
2157,236120.0
2158,240978.0
2159,214636.0
2160,181764.0
2161,228254.0
2162,382048.0
2163,362830.0
2164,241194.0
2165,196740.0
2166,155406.0
2167,229696.0
2168,201182.0
2169,192204.0
2170,215472.0
2171,155308.0
2172,134560.0
2173,183062.0
2174,222722.0
2175,268826.0
2176,308624.0
2177,235926.0
2178,208932.0
2179,122680.0
2180,237436.0
2181,192966.0
2182,216000.0
2183,189318.0
2184,119584.0
2185,103276.0
2186,190687350122482.0
2187,138110.0
2188,146310.0
2189,307850.0
2190,94516.0
2191,65714.0
2192,79722.0
2193,134426.0
2194,98208.0
2195,119378.0
2196,105088.0
2197,121800.0
2198,165504.0
2199,188572.0
2200,157730.0
2201,156956.0
2202,193822.0
2203,142346.0
2204,204346.0
2205,135952.0
2206,161146.0
2207,223552.0
2208,260480.0
2209,272250.0
2210,125022.0
2211,124046.0
2212,129618.0
2213,108590.0
2214,136774.0
2215,104568.0
2216,168364.0
2217,-834485289625984.0
2218,718351482100018.0
2219,718351482078348.0
2220,13096.0
2221,346474.0
2222,309278.0
2223,281040.0
2224,201768.0
2225,117662.0
2226,191254.0
2227,191178.0
2228,281104.0
2229,251076.0
2230,155302.0
2231,213460.0
2232,184634.0
2233,183596.0
2234,241656.0
2235,229746.0
2236,251200.0
2237,307880.0
2238,193430.0
2239,118514.0
2240,148022.0
2241,131582.0
2242,124714.0
2243,119206.0
2244,103668.0
2245,128074.0
2246,129344.0
2247,126762.0
2248,124330.0
2249,115430.0
2250,124050.0
2251,-1585289420452988.0
2252,197548.0
2253,155786.0
2254,174726.0
2255,187140.0
2256,163074.0
2257,212390.0
2258,143074.0
2259,178270.0
2260,127160.0
2261,215004.0
2262,237658.0
2263,387682.0
2264,477134.0
2265,149612.0
2266,327090.0
2267,402420.0
2268,481912.0
2269,145974.0
2270,181310.0
2271,214366.0
2272,179564.0
2273,146174.0
2274,179366.0
2275,165600.0
2276,193750.0
2277,185658.0
2278,150988.0
2279,127974.0
2280,106766.0
2281,144502.0
2282,156756.0
2283,106658.0
2284,124498.0
2285,151592.0
2286,121312.0
2287,387174.0
2288,294660.0
2289,354214.0
2290,448146.0
2291,351036.0
2292,423098.0
2293,465930.0
2294,395146.0
2295,468126.0
2296,286428.0
2297,384996.0
2298,377588.0
2299,349574.0
2300,333648.0
2301,328150.0
2302,266260.0
2303,250422.0
2304,254934.0
2305,208710.0
2306,204994.0
2307,206264.0
2308,231414.0
2309,308750.0
2310,212078.0
2311,213714.0
2312,191252.0
2313,168756.0
2314,189338.0
2315,180130.0
2316,199004.0
2317,199340.0
2318,187038.0
2319,191778.0
2320,180350.0
2321,237524.0
2322,195498.0
2323,198770.0
2324,172296.0
2325,210514.0
2326,163502.0
2327,198254.0
2328,219018.0
2329,190000.0
2330,183626.0
2331,343160.0
2332,392386.0
2333,323802.0
2334,278218.0
2335,294324.0
2336,324076.0
2337,199412.0
2338,256942.0
2339,212722.0
2340,396972.0
2341,207444.0
2342,229798.0
2343,224858.0
2344,220848.0
2345,224610.0
2346,215762.0
2347,208244.0
2348,250936.0
2349,209106.0
2350,315010.0
2351,290910.0
2352,245322.0
2353,257002.0
2354,169174.0
2355,153432.0
2356,145418.0
2357,193136.0
2358,197000.0
2359,129694.0
2360,109104.0
2361,158340.0
2362,258720.0
2363,127170.0
2364,147852.0
2365,206194.0
2366,184328.0
2367,208926.0
2368,217166.0
2369,216274.0
2370,168732.0
2371,163542.0
2372,197104.0
2373,286338.0
2374,310072.0
2375,245554.0
2376,289810.0
2377,344034.0
2378,152434.0
2379,231004.0
2380,142432.0
2381,171274.0
2382,204076.0
2383,196590.0
2384,231622.0
2385,152366.0
2386,126126.0
2387,121774.0
2388,102672.0
2389,104376.0
2390,145866.0
2391,129846.0
2392,117424.0
2393,171802.0
2394,143764.0
2395,215730.0
2396,129046.0
2397,218522.0
2398,125404.0
2399,75618.0
2400,64326.0
2401,154164.0
2402,129788.0
2403,150572.0
2404,144404.0
2405,154538.0
2406,140860.0
2407,126970.0
2408,124626.0
2409,104708.0
2410,182544.0
2411,111080.0
2412,156648.0
2413,116506.0
2414,177026.0
2415,136498.0
2416,128768.0
2417,141698.0
2418,138428.0
2419,123514.0
2420,121672.0
2421,383126.0
2422,104024.0
2423,116986.0
2424,127402.0
2425,219416.0
2426,130980.0
2427,140710.0
2428,187568.0
2429,89862.0
2430,123838.0
2431,93232.0
2432,155042.0
2433,150110.0
2434,144876.0
2435,171036.0
2436,111662.0
2437,95018.0
2438,104826.0
2439,87812.0
2440,131190.0
2441,90664.0
2442,96758.0
2443,147282.0
2444,128042.0
2445,78298.0
2446,140016.0
2447,192360.0
2448,129388.0
2449,109960.0
2450,161624.0
2451,114386.0
2452,194302.0
2453,98728.0
2454,112820.0
2455,102842.0
2456,171374.0
2457,149880.0
2458,132558.0
2459,121238.0
2460,137358.0
2461,130022.0
2462,126826.0
2463,121766.0
2464,202534.0
2465,132544.0
2466,114062.0
2467,107350.0
2468,92056.0
2469,95876.0
2470,211964.0
2471,230902.0
2472,186818.0
2473,126716.0
2474,750804130919492.0
2475,216970.0
2476,120102.0
2477,122040.0
2478,150938.0
2479,103670.0
2480,166562.0
2481,120646.0
2482,100696.0
2483,100458.0
2484,124978.0
2485,130538.0
2486,164334.0
2487,181840.0
2488,170354.0
2489,150386.0
2490,-250639280274884.0
2491,88528.0
2492,171134.0
2493,143462.0
2494,136438.0
2495,67174.0
2496,220482.0
2497,167826.0
2498,117188.0
2499,83794.0
2500,125702.0
2501,141832.0
2502,152526.0
2503,103496.0
2504,513142.0
2505,233982.0
2506,249202.0
2507,279080.0
2508,245310.0
2509,209444.0
2510,204136.0
2511,176654.0
2512,212152.0
2513,215564.0
2514,329356.0
2515,158302.0
2516,172474.0
2517,157026.0
2518,142738.0
2519,244130.0
2520,218812.0
2521,179696.0
2522,222582.0
2523,110600.0
2524,135542.0
2525,190687350112428.0
2526,159876.0
2527,117310.0
2528,150548.0
2529,35080.0
2530,118388.0
2531,267494.0
2532,220124.0
2533,193166.0
2534,244036.0
2535,280792.0
2536,230998.0
2537,257466.0
2538,187738.0
2539,181088.0
2540,186886.0
2541,174698.0
2542,162670.0
2543,96048.0
2544,120078.0
2545,130322.0
2546,117762.0
2547,140212.0
2548,150600.0
2549,156770.0
2550,685828.0
2551,143154.0
2552,143106.0
2553,72970.0
2554,84636.0
2555,100074.0
2556,92274.0
2557,98256.0
2558,170070.0
2559,161810.0
2560,159486.0
2561,154630.0
2562,166354.0
2563,168394.0
2564,202702.0
2565,167488.0
2566,175884.0
2567,145924.0
2568,232226.0
2569,237890.0
2570,121358.0
2571,206306.0
2572,175582.0
2573,225722.0
2574,156026.0
2575,142144.0
2576,190276.0
2577,-1804758697515432.0
2578,64532.0
2579,36202.0
2580,88958.0
2581,115016.0
2582,118390.0
2583,287824.0
2584,172524.0
2585,179334.0
2586,218290.0
2587,206424.0
2588,140190.0
2589,141572.0
2590,195100.0
2591,228726.0
2592,220188.0
2593,254470.0
2594,176942.0
2595,209404.0
2596,286578.0
2597,195586.0
2598,279994.0
2599,401802.0
2600,547766.0
2601,125696.0
2602,70380.0
2603,99698.0
2604,90112.0
2605,63726.0
2606,129822.0
2607,207252.0
2608,177314.0
2609,145558.0
2610,105844.0
2611,236946.0
2612,152996.0
2613,122042.0
2614,109866.0
2615,159426.0
2616,144222.0
2617,210052.0
2618,199940.0
2619,207662.0
2620,194562.0
2621,170666.0
2622,182304.0
2623,235004.0
2624,289714.0
2625,298974.0
2626,173986.0
2627,181174.0
2628,479152.0
2629,504948.0
2630,388502.0
2631,475638.0
2632,421418.0
2633,318586.0
2634,437212.0
2635,131392.0
2636,166946.0
2637,188418.0
2638,268918.0
2639,187526.0
2640,152828.0
2641,95984.0
2642,168284.0
2643,110246.0
2644,103514.0
2645,111086.0
2646,95942.0
2647,94852.0
2648,158546.0
2649,142516.0
2650,134600.0
2651,133158.0
2652,385066.0
2653,263282.0
2654,281272.0
2655,424232.0
2656,325690.0
2657,378314.0
2658,336058.0
2659,324262.0
2660,357958.0
2661,374850.0
2662,389770.0
2663,272186.0
2664,296994.0
2665,343296.0
2666,300048.0
2667,175326.0
2668,188132.0
2669,194034.0
2670,269882.0
2671,185142.0
2672,194780.0
2673,204804.0
2674,195662.0
2675,189552.0
2676,188186.0
2677,204000.0
2678,229618.0
2679,273204.0
2680,292046.0
2681,408196.0
2682,312432.0
2683,488170.0
2684,315580.0
2685,326776.0
2686,255082.0
2687,301598.0
2688,213548.0
2689,209988.0
2690,386440.0
2691,194884.0
2692,165326.0
2693,206790.0
2694,142592.0
2695,199608.0
2696,184188.0
2697,191702.0
2698,213392.0
2699,170294.0
2700,141206.0
2701,129830.0
2702,86614.0
2703,108970.0
2704,143472.0
2705,110874.0
2706,76310.0
2707,88580.0
2708,144548.0
2709,116924.0
2710,136464.0
2711,440624.0
2712,407464.0
2713,164430.0
2714,143066.0
2715,179332.0
2716,130838.0
2717,184078.0
2718,212312.0
2719,159190.0
2720,175320.0
2721,126042.0
2722,160292.0
2723,127584.0
2724,109374.0
2725,121146.0
2726,152074.0
2727,179440.0
2728,169314.0
2729,148654.0
2730,151390.0
2731,129782.0
2732,137870.0
2733,158266.0
2734,125738.0
2735,141026.0
2736,136654.0
2737,121116.0
2738,124220.0
2739,147484.0
2740,133286.0
2741,135632.0
2742,150738.0
2743,160508.0
2744,166780.0
2745,139842.0
2746,142200.0
2747,144518.0
2748,108276.0
2749,129154.0
2750,117100.0
2751,133504.0
2752,174326.0
2753,155182.0
2754,245958.0
2755,138616.0
2756,88894.0
2757,49598.0
2758,79482.0
2759,175214.0
2760,129094.0
2761,139874.0
2762,136058.0
2763,182282.0
2764,137374.0
2765,275986.0
2766,143054.0
2767,77658.0
2768,130200.0
2769,144598.0
2770,133658.0
2771,86074.0
2772,104288.0
2773,181018.0
2774,166312.0
2775,125798.0
2776,145928.0
2777,158724.0
2778,125798.0
2779,131712.0
2780,103124.0
2781,98670.0
2782,91748.0
2783,107284.0
2784,128510.0
2785,136030.0
2786,49772.0
2787,127908.0
2788,67286.0
2789,166506.0
2790,84286.0
2791,128478.0
2792,67800.0
2793,159676.0
2794,94074.0
2795,114116.0
2796,100146.0
2797,255496.0
2798,115000.0
2799,116330.0
2800,66600.0
2801,112302.0
2802,132236.0
2803,190910.0
2804,123896.0
2805,107132.0
2806,73196.0
2807,263900.0
2808,155910.0
2809,129254.0
2810,124590.0
2811,173098.0
2812,183578.0
2813,148286.0
2814,160984.0
2815,102414.0
2816,228806.0
2817,145974.0
2818,126574.0
2819,783706537492578.0
2820,134292.0
2821,98300.0
2822,171062.0
2823,333294.0
2824,189514.0
2825,143078.0
2826,133788.0
2827,134626.0
2828,244914.0
2829,212884.0
2830,235482.0
2831,176240.0
2832,255606.0
2833,315814.0
2834,240298.0
2835,225538.0
2836,197310.0
2837,161098.0
2838,148920.0
2839,162066.0
2840,212352.0
2841,200918.0
2842,221818.0
2843,152146.0
2844,177672.0
2845,124642.0
2846,209614.0
2847,212538.0
2848,210076.0
2849,196934.0
2850,269586.0
2851,202086.0
2852,230066.0
2853,231246.0
2854,134166.0
2855,204336.0
2856,199894.0
2857,190096.0
2858,211238.0
2859,71886.0
2860,141582.0
2861,126036.0
2862,180868.0
2863,151060.0
2864,249466.0
2865,142166.0
2866,130864.0
2867,94974.0
2868,91506.0
2869,97164.0
2870,92832.0
2871,59336.0
2872,27830.0
2873,81248.0
2874,157134.0
2875,127544.0
2876,162988.0
2877,161468.0
2878,178820.0
2879,153194.0
2880,110608.0
2881,136650.0
2882,198612.0
2883,200882.0
2884,186446.0
2885,183520.0
2886,260098.0
2887,104266.0
2888,148728.0
2889,33910.0
2890,79030.0
2891,156704.0
2892,4606.0
2893,71118.0
2894,8758.0
2895,342274.0
2896,291602.0
2897,222768.0
2898,122190.0
2899,205508.0
2900,166310.0
2901,223490.0
2902,162344.0
2903,315264.0
2904,354086.0
2905,-2093776949617026.0
2906,198072.0
2907,100950.0
2908,104794.0
2909,125700.0
2910,77324.0
2911,69996.0
2912,149028.0
2913,71824.0
2914,61130.0
2915,80872.0
2916,77706.0
2917,178938.0
2918,113678.0
2919,222494.0
